"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"경기도 성남시 분당구 수내1동(4113552000)","17,907","17,907","1,189","2,203","2,338","2,322","3,599","3,045","1,470","912","701","126","2","8,503","8,503","620","1,131","1,138","1,081","1,585","1,560","706","376","264","42","0","9,404","9,404","569","1,072","1,200","1,241","2,014","1,485","764","536","437","84","2"
"경기도 성남시 분당구 수내2동(4113553000)","10,367","10,367","1,063","1,968","911","771","2,514","1,579","780","459","275","44","3","5,057","5,057","519","1,004","495","314","1,137","876","379","213","112","6","2","5,310","5,310","544","964","416","457","1,377","703","401","246","163","38","1"
"경기도 성남시 분당구 수내3동(4113554000)","13,651","13,651","861","2,366","1,816","1,398","2,978","2,221","1,191","518","269","31","2","6,822","6,822","449","1,224","955","738","1,363","1,155","595","234","103","6","0","6,829","6,829","412","1,142","861","660","1,615","1,066","596","284","166","25","2"
"경기도 성남시 분당구 정자동(4113554500)","19,173","19,173","1,321","1,797","2,959","3,284","3,080","2,905","2,196","1,099","447","83","2","9,623","9,623","670","937","1,557","1,751","1,480","1,419","1,059","532","202","16","0","9,550","9,550","651","860","1,402","1,533","1,600","1,486","1,137","567","245","67","2"
"경기도 성남시 분당구 정자1동(4113555000)","30,309","30,309","1,860","3,227","4,536","4,744","5,682","4,882","2,669","1,601","966","134","8","14,276","14,276","924","1,607","2,044","2,202","2,517","2,423","1,301","738","462","53","5","16,033","16,033","936","1,620","2,492","2,542","3,165","2,459","1,368","863","504","81","3"
"경기도 성남시 분당구 정자2동(4113556000)","15,069","15,069","825","1,244","1,822","2,803","2,401","2,341","1,829","1,020","664","115","5","7,131","7,131","451","671","899","1,415","1,094","1,131","859","400","185","26","0","7,938","7,938","374","573","923","1,388","1,307","1,210","970","620","479","89","5"
"경기도 성남시 분당구 정자3동(4113557000)","17,067","17,067","1,526","1,970","2,083","2,471","3,157","2,750","1,583","832","577","115","3","8,258","8,258","769","1,005","1,077","1,191","1,479","1,376","749","340","231","38","3","8,809","8,809","757","965","1,006","1,280","1,678","1,374","834","492","346","77","0"
"경기도 성남시 분당구 서현1동(4113558000)","31,540","31,540","2,205","4,176","4,260","4,162","5,940","5,140","3,016","1,513","952","170","6","15,286","15,286","1,153","2,105","2,123","2,028","2,727","2,554","1,482","672","393","48","1","16,254","16,254","1,052","2,071","2,137","2,134","3,213","2,586","1,534","841","559","122","5"
"경기도 성남시 분당구 서현2동(4113559000)","18,038","18,038","1,274","2,133","2,549","2,318","2,974","3,302","2,119","821","457","91","0","8,917","8,917","663","1,123","1,349","1,179","1,358","1,588","1,064","385","187","21","0","9,121","9,121","611","1,010","1,200","1,139","1,616","1,714","1,055","436","270","70","0"
"경기도 성남시 분당구 이매1동(4113560000)","25,069","25,069","2,063","2,986","3,126","3,426","4,261","4,183","2,811","1,381","675","152","5","12,268","12,268","1,077","1,508","1,620","1,692","1,949","2,087","1,354","647","293","38","3","12,801","12,801","986","1,478","1,506","1,734","2,312","2,096","1,457","734","382","114","2"
"경기도 성남시 분당구 이매2동(4113561000)","13,241","13,241","917","1,728","1,693","1,303","2,147","2,425","1,728","794","418","85","3","6,443","6,443","463","913","864","593","939","1,198","888","381","177","25","2","6,798","6,798","454","815","829","710","1,208","1,227","840","413","241","60","1"
"경기도 성남시 분당구 야탑1동(4113562000)","17,169","17,169","1,187","1,238","2,543","2,728","2,618","2,653","2,375","1,228","509","85","5","8,509","8,509","589","641","1,324","1,396","1,285","1,282","1,177","575","212","26","2","8,660","8,660","598","597","1,219","1,332","1,333","1,371","1,198","653","297","59","3"
"경기도 성남시 분당구 야탑2동(4113563000)","16,218","16,218","1,167","1,701","1,896","1,992","2,659","2,517","2,333","1,221","624","105","3","7,701","7,701","584","849","924","926","1,221","1,193","1,138","575","257","33","1","8,517","8,517","583","852","972","1,066","1,438","1,324","1,195","646","367","72","2"
"경기도 성남시 분당구 야탑3동(4113564000)","27,947","27,947","1,980","1,887","3,724","5,112","4,056","4,323","4,061","1,809","841","147","7","13,762","13,762","1,037","930","1,941","2,749","2,048","2,013","1,929","804","287","23","1","14,185","14,185","943","957","1,783","2,363","2,008","2,310","2,132","1,005","554","124","6"
"경기도 성남시 분당구 판교동(4113565000)","26,473","26,473","3,020","3,656","2,654","3,400","5,605","4,209","2,480","987","391","67","4","13,038","13,038","1,558","1,917","1,332","1,498","2,646","2,176","1,255","481","160","14","1","13,435","13,435","1,462","1,739","1,322","1,902","2,959","2,033","1,225","506","231","53","3"
"경기도 성남시 분당구 삼평동(4113565500)","24,430","24,430","2,403","2,938","3,000","3,364","4,547","4,048","2,542","1,035","478","71","4","11,834","11,834","1,231","1,485","1,500","1,518","2,184","2,014","1,215","490","182","14","1","12,596","12,596","1,172","1,453","1,500","1,846","2,363","2,034","1,327","545","296","57","3"
"경기도 성남시 분당구 백현동(4113565700)","26,811","26,811","2,351","3,019","3,639","3,384","4,563","4,856","3,144","1,263","504","87","1","12,920","12,920","1,205","1,563","1,828","1,575","2,152","2,278","1,524","588","188","19","0","13,891","13,891","1,146","1,456","1,811","1,809","2,411","2,578","1,620","675","316","68","1"
"경기도 성남시 분당구 금곡동(4113566200)","27,653","27,653","1,755","2,225","3,633","4,345","4,180","4,523","3,637","2,007","1,127","217","4","13,003","13,003","907","1,105","1,763","2,075","1,953","2,124","1,707","875","429","65","0","14,650","14,650","848","1,120","1,870","2,270","2,227","2,399","1,930","1,132","698","152","4"
"경기도 성남시 분당구 구미1동(4113566500)","16,919","16,919","1,183","1,477","2,503","2,646","2,735","2,826","1,981","951","518","96","3","8,175","8,175","601","721","1,227","1,326","1,312","1,362","960","417","217","31","1","8,744","8,744","582","756","1,276","1,320","1,423","1,464","1,021","534","301","65","2"
"경기도 성남시 분당구 구미동(4113567000)","30,352","30,352","2,016","2,512","4,032","4,452","4,674","5,075","3,863","2,151","1,289","277","11","14,444","14,444","974","1,316","2,009","2,171","2,153","2,420","1,874","948","487","91","1","15,908","15,908","1,042","1,196","2,023","2,281","2,521","2,655","1,989","1,203","802","186","10"
"경기도 성남시 분당구 운중동(4113568000)","33,051","33,051","3,871","3,584","3,425","5,183","6,346","5,276","3,536","1,240","488","99","3","16,170","16,170","2,004","1,796","1,732","2,336","3,092","2,619","1,780","604","188","19","0","16,881","16,881","1,867","1,788","1,693","2,847","3,254","2,657","1,756","636","300","80","3"
"경기도 의정부시 (4115000000)","464,171","464,171","31,990","41,361","63,371","59,906","73,121","81,778","62,840","31,905","15,824","2,018","57","228,370","228,370","16,571","21,199","31,961","30,705","36,865","40,210","30,414","14,042","5,923","469","11","235,801","235,801","15,419","20,162","31,410","29,201","36,256","41,568","32,426","17,863","9,901","1,549","46"
"경기도 의정부시 의정부1동(4115051000)","32,662","32,662","1,071","1,591","6,667","5,302","4,353","5,430","4,785","2,207","1,106","146","4","16,683","16,683","591","801","3,046","2,912","2,476","2,962","2,458","1,004","403","30","0","15,979","15,979","480","790","3,621","2,390","1,877","2,468","2,327","1,203","703","116","4"
"경기도 의정부시 의정부2동(4115052000)","31,046","31,046","1,610","2,060","5,294","4,574","4,584","5,376","4,303","2,144","979","120","2","15,418","15,418","847","1,102","2,593","2,455","2,375","2,667","2,061","909","375","34","0","15,628","15,628","763","958","2,701","2,119","2,209","2,709","2,242","1,235","604","86","2"
"경기도 의정부시 호원1동(4115054500)","35,807","35,807","2,011","2,776","4,561","4,251","5,449","6,127","5,425","3,547","1,494","161","5","17,420","17,420","1,050","1,388","2,234","2,164","2,805","2,990","2,495","1,605","644","42","3","18,387","18,387","961","1,388","2,327","2,087","2,644","3,137","2,930","1,942","850","119","2"
"경기도 의정부시 호원2동(4115055500)","34,378","34,378","2,138","3,220","4,359","3,708","5,344","6,030","4,784","3,054","1,560","175","6","16,567","16,567","1,098","1,607","2,211","1,879","2,567","2,976","2,203","1,303","655","66","2","17,811","17,811","1,040","1,613","2,148","1,829","2,777","3,054","2,581","1,751","905","109","4"
"경기도 의정부시 장암동(4115056100)","19,923","19,923","1,290","1,967","2,246","2,114","3,228","3,370","2,988","1,719","883","114","4","9,528","9,528","666","1,000","1,132","1,047","1,586","1,607","1,440","724","306","19","1","10,395","10,395","624","967","1,114","1,067","1,642","1,763","1,548","995","577","95","3"
"경기도 의정부시 신곡1동(4115056700)","41,615","41,615","2,417","3,478","5,692","4,704","6,199","8,308","6,278","2,936","1,432","169","2","20,423","20,423","1,276","1,768","2,958","2,434","3,039","3,982","3,080","1,334","520","32","0","21,192","21,192","1,141","1,710","2,734","2,270","3,160","4,326","3,198","1,602","912","137","2"
"경기도 의정부시 신곡2동(4115056800)","47,132","47,132","3,147","4,745","6,531","5,361","7,203","8,845","6,598","2,962","1,518","218","4","22,806","22,806","1,637","2,473","3,334","2,670","3,494","4,165","3,152","1,288","547","46","0","24,326","24,326","1,510","2,272","3,197","2,691","3,709","4,680","3,446","1,674","971","172","4"
"경기도 의정부시 송산1동(4115057300)","48,181","48,181","4,251","4,100","6,185","7,587","7,630","8,297","6,022","2,532","1,371","200","6","23,916","23,916","2,177","2,117","3,188","3,904","3,919","3,976","2,963","1,167","469","35","1","24,265","24,265","2,074","1,983","2,997","3,683","3,711","4,321","3,059","1,365","902","165","5"
"경기도 의정부시 송산2동(4115057600)","33,101","33,101","2,485","4,062","4,495","3,573","5,921","6,188","3,270","1,916","1,039","147","5","16,365","16,365","1,292","2,073","2,351","1,781","2,863","3,150","1,608","809","405","32","1","16,736","16,736","1,193","1,989","2,144","1,792","3,058","3,038","1,662","1,107","634","115","4"
"경기도 의정부시 송산3동(4115057800)","46,670","46,670","6,010","5,443","4,839","7,438","9,510","6,370","4,256","1,881","813","107","3","22,630","22,630","3,061","2,745","2,389","3,489","4,770","3,073","1,983","840","253","26","1","24,040","24,040","2,949","2,698","2,450","3,949","4,740","3,297","2,273","1,041","560","81","2"
"경기도 의정부시 자금동(4115058000)","27,086","27,086","1,736","2,385","3,833","3,167","3,951","5,150","3,804","1,866","1,058","133","3","13,240","13,240","879","1,212","1,950","1,643","1,959","2,511","1,848","815","384","38","1","13,846","13,846","857","1,173","1,883","1,524","1,992","2,639","1,956","1,051","674","95","2"
"경기도 의정부시 가능동(4115059500)","25,699","25,699","1,426","1,913","3,374","3,256","3,678","4,838","4,043","2,068","990","108","5","12,829","12,829","727","1,003","1,770","1,752","1,872","2,386","2,015","912","371","21","0","12,870","12,870","699","910","1,604","1,504","1,806","2,452","2,028","1,156","619","87","5"
"경기도 의정부시 흥선동(4115061500)","19,536","19,536","1,145","1,562","2,538","2,451","2,766","3,559","3,105","1,515","798","93","4","9,932","9,932","598","803","1,360","1,341","1,481","1,803","1,571","651","307","17","0","9,604","9,604","547","759","1,178","1,110","1,285","1,756","1,534","864","491","76","4"
"경기도 의정부시 녹양동(4115062000)","21,335","21,335","1,253","2,059","2,757","2,420","3,305","3,890","3,179","1,558","783","127","4","10,613","10,613","672","1,107","1,445","1,234","1,659","1,962","1,537","681","284","31","1","10,722","10,722","581","952","1,312","1,186","1,646","1,928","1,642","877","499","96","3"
"경기도 안양시 (4117000000)","549,659","549,659","37,570","50,362","73,424","78,588","85,476","96,081","77,154","33,181","15,375","2,389","59","271,606","271,606","19,113","26,109","37,980","40,462","42,213","46,704","37,606","15,384","5,459","567","9","278,053","278,053","18,457","24,253","35,444","38,126","43,263","49,377","39,548","17,797","9,916","1,822","50"
"경기도 안양시 만안구 (4117100000)","234,712","234,712","14,178","17,632","32,266","32,518","33,463","41,995","36,868","17,009","7,664","1,092","27","117,321","117,321","7,134","9,215","16,802","17,176","17,301","20,620","18,050","7,946","2,823","252","2","117,391","117,391","7,044","8,417","15,464","15,342","16,162","21,375","18,818","9,063","4,841","840","25"
"경기도 안양시 만안구 안양1동(4117151000)","12,266","12,266","801","1,000","1,853","1,760","1,834","2,224","1,653","772","312","54","3","6,132","6,132","399","517","926","907","928","1,128","812","371","127","17","0","6,134","6,134","402","483","927","853","906","1,096","841","401","185","37","3"
"경기도 안양시 만안구 안양2동(4117152000)","20,708","20,708","1,055","1,335","3,139","2,822","2,709","3,771","3,399","1,640","731","102","5","10,387","10,387","513","693","1,572","1,540","1,438","1,824","1,724","789","270","24","0","10,321","10,321","542","642","1,567","1,282","1,271","1,947","1,675","851","461","78","5"
"경기도 안양시 만안구 안양3동(4117153000)","16,362","16,362","721","1,234","2,357","2,061","2,221","2,953","2,874","1,333","545","63","0","8,112","8,112","372","644","1,250","1,128","1,140","1,420","1,357","587","200","14","0","8,250","8,250","349","590","1,107","933","1,081","1,533","1,517","746","345","49","0"
"경기도 안양시 만안구 안양4동(4117154000)","6,904","6,904","221","437","972","880","936","1,234","1,137","659","373","54","1","3,449","3,449","123","211","473","488","528","644","541","269","148","24","0","3,455","3,455","98","226","499","392","408","590","596","390","225","30","1"
"경기도 안양시 만안구 안양5동(4117155000)","10,231","10,231","417","708","1,329","1,260","1,409","1,812","1,819","932","474","70","1","5,083","5,083","214","379","698","682","735","901","863","424","173","14","0","5,148","5,148","203","329","631","578","674","911","956","508","301","56","1"
"경기도 안양시 만안구 안양6동(4117156000)","26,618","26,618","1,846","1,572","3,892","5,180","3,896","4,236","3,612","1,556","728","99","1","13,557","13,557","915","817","1,964","2,804","2,116","2,116","1,765","762","264","34","0","13,061","13,061","931","755","1,928","2,376","1,780","2,120","1,847","794","464","65","1"
"경기도 안양시 만안구 안양7동(4117157000)","15,191","15,191","1,636","1,232","1,798","2,485","2,621","2,440","1,828","810","286","54","1","7,432","7,432","802","610","904","1,170","1,364","1,215","865","375","119","8","0","7,759","7,759","834","622","894","1,315","1,257","1,225","963","435","167","46","1"
"경기도 안양시 만안구 안양8동(4117158000)","9,597","9,597","363","572","1,367","1,255","1,261","1,766","1,806","819","345","40","3","4,970","4,970","190","287","753","752","687","904","879","370","143","5","0","4,627","4,627","173","285","614","503","574","862","927","449","202","35","3"
"경기도 안양시 만안구 안양9동(4117158100)","17,063","17,063","838","1,170","2,189","2,132","2,175","3,124","3,160","1,501","692","79","3","8,410","8,410","405","596","1,173","1,147","1,125","1,471","1,526","692","256","18","1","8,653","8,653","433","574","1,016","985","1,050","1,653","1,634","809","436","61","2"
"경기도 안양시 만안구 석수1동(4117159000)","19,204","19,204","1,232","1,432","2,389","2,574","2,718","3,453","3,162","1,463","656","125","0","9,431","9,431","662","775","1,251","1,297","1,317","1,615","1,527","728","236","23","0","9,773","9,773","570","657","1,138","1,277","1,401","1,838","1,635","735","420","102","0"
"경기도 안양시 만안구 석수2동(4117160000)","30,946","30,946","1,868","2,468","4,186","3,918","4,470","5,890","4,689","2,264","1,042","147","4","15,480","15,480","946","1,341","2,195","1,993","2,292","2,905","2,346","1,045","384","33","0","15,466","15,466","922","1,127","1,991","1,925","2,178","2,985","2,343","1,219","658","114","4"
"경기도 안양시 만안구 석수3동(4117161000)","12,932","12,932","772","1,202","1,820","1,400","1,870","2,461","2,095","856","398","58","0","6,518","6,518","374","643","1,032","720","930","1,224","1,064","398","121","12","0","6,414","6,414","398","559","788","680","940","1,237","1,031","458","277","46","0"
"경기도 안양시 만안구 박달1동(4117162100)","14,725","14,725","589","1,042","2,004","1,611","1,978","2,960","2,561","1,293","612","72","3","7,405","7,405","277","532","1,042","924","1,030","1,529","1,255","588","215","12","1","7,320","7,320","312","510","962","687","948","1,431","1,306","705","397","60","2"
"경기도 안양시 만안구 박달2동(4117163000)","21,965","21,965","1,819","2,228","2,971","3,180","3,365","3,671","3,073","1,111","470","75","2","10,955","10,955","942","1,170","1,569","1,624","1,671","1,724","1,526","548","167","14","0","11,010","11,010","877","1,058","1,402","1,556","1,694","1,947","1,547","563","303","61","2"
"경기도 안양시 동안구 (4117300000)","314,947","314,947","23,392","32,730","41,158","46,070","52,013","54,086","40,286","16,172","7,711","1,297","32","154,285","154,285","11,979","16,894","21,178","23,286","24,912","26,084","19,556","7,438","2,636","315","7","160,662","160,662","11,413","15,836","19,980","22,784","27,101","28,002","20,730","8,734","5,075","982","25"
"경기도 안양시 동안구 비산1동(4117351000)","27,407","27,407","2,537","2,457","3,417","4,425","4,250","4,566","3,721","1,369","565","100","0","13,401","13,401","1,309","1,269","1,729","2,185","2,065","2,144","1,791","671","213","25","0","14,006","14,006","1,228","1,188","1,688","2,240","2,185","2,422","1,930","698","352","75","0"
"경기도 안양시 동안구 비산2동(4117352000)","14,589","14,589","1,315","1,344","1,823","2,265","2,252","2,506","1,978","763","292","51","0","7,120","7,120","689","655","938","1,108","1,127","1,168","969","367","91","8","0","7,469","7,469","626","689","885","1,157","1,125","1,338","1,009","396","201","43","0"
"경기도 안양시 동안구 비산3동(4117353000)","11,989","11,989","562","865","1,700","1,556","1,523","2,291","2,062","915","446","67","2","6,006","6,006","272","485","925","834","759","1,114","1,031","429","140","17","0","5,983","5,983","290","380","775","722","764","1,177","1,031","486","306","50","2"
"경기도 안양시 동안구 부흥동(4117354000)","16,714","16,714","1,179","2,118","1,962","1,996","3,034","2,747","2,172","977","446","82","1","7,984","7,984","629","1,092","1,012","966","1,387","1,320","983","432","140","22","1","8,730","8,730","550","1,026","950","1,030","1,647","1,427","1,189","545","306","60","0"
"경기도 안양시 동안구 달안동(4117354600)","10,342","10,342","565","621","1,324","2,171","1,629","1,631","1,339","607","385","70","0","4,678","4,678","287","332","595","1,092","746","726","566","213","112","9","0","5,664","5,664","278","289","729","1,079","883","905","773","394","273","61","0"
"경기도 안양시 동안구 관양1동(4117355000)","35,095","35,095","1,680","2,658","5,355","4,522","4,532","6,749","5,729","2,504","1,176","187","3","17,101","17,101","869","1,425","2,823","2,413","2,172","3,153","2,699","1,116","382","49","0","17,994","17,994","811","1,233","2,532","2,109","2,360","3,596","3,030","1,388","794","138","3"
"경기도 안양시 동안구 관양2동(4117356000)","18,688","18,688","1,104","1,372","2,799","2,875","2,808","3,382","2,586","1,147","539","72","4","9,491","9,491","557","678","1,512","1,582","1,427","1,686","1,296","524","208","21","0","9,197","9,197","547","694","1,287","1,293","1,381","1,696","1,290","623","331","51","4"
"경기도 안양시 동안구 부림동(4117356600)","26,310","26,310","1,936","2,248","3,429","5,527","4,720","4,005","2,696","1,072","591","84","2","12,749","12,749","963","1,143","1,675","2,869","2,278","1,897","1,267","443","191","22","1","13,561","13,561","973","1,105","1,754","2,658","2,442","2,108","1,429","629","400","62","1"
"경기도 안양시 동안구 평촌동(4117357000)","14,314","14,314","1,145","1,588","1,996","1,746","2,282","2,879","1,646","629","355","43","5","7,030","7,030","592","796","1,049","840","1,065","1,396","847","295","136","13","1","7,284","7,284","553","792","947","906","1,217","1,483","799","334","219","30","4"
"경기도 안양시 동안구 평안동(4117357600)","23,164","23,164","2,154","3,654","2,406","3,015","5,052","3,486","2,048","795","465","86","3","11,288","11,288","1,090","1,914","1,230","1,407","2,347","1,782","1,004","353","141","20","0","11,876","11,876","1,064","1,740","1,176","1,608","2,705","1,704","1,044","442","324","66","3"
"경기도 안양시 동안구 귀인동(4117357800)","16,410","16,410","1,224","3,409","1,752","1,177","3,802","2,725","1,379","574","317","48","3","8,100","8,100","679","1,791","886","514","1,708","1,434","694","260","117","16","1","8,310","8,310","545","1,618","866","663","2,094","1,291","685","314","200","32","2"
"경기도 안양시 동안구 호계1동(4117358000)","18,127","18,127","2,447","1,622","1,911","3,777","3,375","2,386","1,718","623","222","43","3","9,126","9,126","1,254","850","956","1,862","1,772","1,195","829","317","86","4","1","9,001","9,001","1,193","772","955","1,915","1,603","1,191","889","306","136","39","2"
"경기도 안양시 동안구 호계2동(4117359000)","19,513","19,513","1,285","1,526","2,957","3,007","2,619","3,607","2,942","1,058","439","72","1","9,610","9,610","655","790","1,527","1,569","1,258","1,691","1,461","480","159","19","1","9,903","9,903","630","736","1,430","1,438","1,361","1,916","1,481","578","280","53","0"
"경기도 안양시 동안구 호계3동(4117360000)","23,243","23,243","1,727","2,040","3,259","3,425","3,416","4,257","3,421","1,130","482","84","2","11,627","11,627","882","1,012","1,703","1,781","1,724","2,023","1,722","603","160","17","0","11,616","11,616","845","1,028","1,556","1,644","1,692","2,234","1,699","527","322","67","2"
"경기도 안양시 동안구 범계동(4117361000)","15,519","15,519","1,079","2,131","1,977","2,044","2,835","2,649","1,591","695","426","92","0","7,460","7,460","537","1,119","989","979","1,263","1,304","795","299","145","30","0","8,059","8,059","542","1,012","988","1,065","1,572","1,345","796","396","281","62","0"
"경기도 안양시 동안구 신촌동(4117362000)","12,681","12,681","847","1,533","1,674","1,529","2,066","2,322","1,763","651","249","47","0","6,240","6,240","426","795","864","777","960","1,116","886","318","89","9","0","6,441","6,441","421","738","810","752","1,106","1,206","877","333","160","38","0"
"경기도 안양시 동안구 갈산동(4117363000)","10,842","10,842","606","1,544","1,417","1,013","1,818","1,898","1,495","663","316","69","3","5,274","5,274","289","748","765","508","854","935","716","318","126","14","1","5,568","5,568","317","796","652","505","964","963","779","345","190","55","2"
"경기도 부천시 (4119000000)","798,999","798,999","51,014","66,936","108,303","110,413","123,964","143,433","120,632","49,232","21,659","3,287","126","395,747","395,747","26,241","34,263","55,843","56,958","62,579","69,528","59,066","23,038","7,482","716","33","403,252","403,252","24,773","32,673","52,460","53,455","61,385","73,905","61,566","26,194","14,177","2,571","93"
"경기도 부천시 심곡동(4119060300)","62,774","62,774","2,743","3,676","9,575","9,083","9,205","11,405","10,180","4,764","1,873","264","6","31,968","31,968","1,461","1,866","4,843","5,061","5,074","5,836","4,878","2,234","676","39","0","30,806","30,806","1,282","1,810","4,732","4,022","4,131","5,569","5,302","2,530","1,197","225","6"
"경기도 부천시 부천동(4119060600)","88,613","88,613","4,955","6,878","12,145","11,738","13,323","16,214","14,071","6,219","2,708","339","23","44,216","44,216","2,507","3,585","6,353","6,091","6,885","8,049","6,795","2,888","967","88","8","44,397","44,397","2,448","3,293","5,792","5,647","6,438","8,165","7,276","3,331","1,741","251","15"
"경기도 부천시 중동(4119061000)","40,603","40,603","2,377","3,738","5,596","5,159","6,070","7,372","6,413","2,520","1,149","202","7","20,025","20,025","1,215","1,920","2,906","2,634","2,986","3,518","3,165","1,242","389","49","1","20,578","20,578","1,162","1,818","2,690","2,525","3,084","3,854","3,248","1,278","760","153","6"
"경기도 부천시 신중동(4119074200)","129,611","129,611","9,197","10,852","17,894","20,961","20,436","22,129","18,484","6,337","2,799","505","17","62,509","62,509","4,688","5,457","8,739","10,389","9,863","10,188","9,143","3,018","921","101","2","67,102","67,102","4,509","5,395","9,155","10,572","10,573","11,941","9,341","3,319","1,878","404","15"
"경기도 부천시 상동(4119074400)","84,306","84,306","7,106","9,482","11,306","11,958","14,575","15,139","9,960","3,119","1,398","257","6","41,396","41,396","3,652","4,843","5,767","5,779","6,878","7,263","5,176","1,524","455","58","1","42,910","42,910","3,454","4,639","5,539","6,179","7,697","7,876","4,784","1,595","943","199","5"
"경기도 부천시 대산동(4119074600)","79,986","79,986","4,241","6,045","10,778","10,863","11,767","14,232","13,104","6,005","2,568","366","17","39,504","39,504","2,176","3,123","5,624","5,781","6,017","6,783","6,168","2,786","960","81","5","40,482","40,482","2,065","2,922","5,154","5,082","5,750","7,449","6,936","3,219","1,608","285","12"
"경기도 부천시 소사본동(4119075000)","55,754","55,754","3,578","4,022","7,164","7,921","7,655","9,664","9,569","4,231","1,687","251","12","27,484","27,484","1,855","2,037","3,757","4,181","3,823","4,514","4,616","2,021","617","58","5","28,270","28,270","1,723","1,985","3,407","3,740","3,832","5,150","4,953","2,210","1,070","193","7"
"경기도 부천시 범안동(4119079500)","93,624","93,624","8,554","9,393","10,265","12,798","17,396","14,331","12,489","5,552","2,435","389","22","45,823","45,823","4,438","4,712","5,298","6,210","8,812","6,871","5,920","2,622","850","82","8","47,801","47,801","4,116","4,681","4,967","6,588","8,584","7,460","6,569","2,930","1,585","307","14"
"경기도 부천시 성곡동(4119080000)","81,639","81,639","3,859","6,433","11,766","9,494","11,552","16,586","13,358","5,456","2,743","383","9","40,826","40,826","1,960","3,343","6,232","5,089","5,909","8,243","6,642","2,400","921","86","1","40,813","40,813","1,899","3,090","5,534","4,405","5,643","8,343","6,716","3,056","1,822","297","8"
"경기도 부천시 오정동(4119083000)","82,089","82,089","4,404","6,417","11,814","10,438","11,985","16,361","13,004","5,029","2,299","331","7","41,996","41,996","2,289","3,377","6,324","5,743","6,332","8,263","6,563","2,303","726","74","2","40,093","40,093","2,115","3,040","5,490","4,695","5,653","8,098","6,441","2,726","1,573","257","5"
"경기도 광명시 (4121000000)","290,501","290,501","21,035","29,191","35,857","39,093","49,269","48,968","39,619","18,127","8,152","1,153","37","143,076","143,076","10,745","15,007","18,608","19,988","24,208","24,391","18,809","8,253","2,802","256","9","147,425","147,425","10,290","14,184","17,249","19,105","25,061","24,577","20,810","9,874","5,350","897","28"
"경기도 광명시 광명1동(4121051000)","143","143","0","4","5","15","22","40","39","12","4","2","0","77","77","0","3","3","8","11","26","18","5","2","1","0","66","66","0","1","2","7","11","14","21","7","2","1","0"
"경기도 광명시 광명2동(4121052000)","3,088","3,088","95","167","358","360","425","555","615","363","139","11","0","1,543","1,543","56","79","195","210","221","284","276","169","48","5","0","1,545","1,545","39","88","163","150","204","271","339","194","91","6","0"
"경기도 광명시 광명3동(4121054000)","9,825","9,825","303","627","1,182","1,142","1,320","1,864","1,894","992","455","45","1","4,802","4,802","153","332","632","656","674","907","848","423","170","7","0","5,023","5,023","150","295","550","486","646","957","1,046","569","285","38","1"
"경기도 광명시 광명4동(4121055000)","12,803","12,803","559","825","1,566","1,646","1,740","2,255","2,435","1,237","473","66","1","6,275","6,275","270","418","807","887","893","1,110","1,145","568","162","15","0","6,528","6,528","289","407","759","759","847","1,145","1,290","669","311","51","1"
"경기도 광명시 광명5동(4121056000)","12,266","12,266","704","1,082","1,449","1,448","2,027","2,027","2,015","1,020","442","52","0","6,025","6,025","373","567","791","733","1,024","989","920","463","154","11","0","6,241","6,241","331","515","658","715","1,003","1,038","1,095","557","288","41","0"
"경기도 광명시 광명6동(4121057000)","10,305","10,305","688","1,100","1,179","1,143","1,719","1,773","1,594","779","300","30","0","5,083","5,083","331","576","605","593","841","876","769","366","119","7","0","5,222","5,222","357","524","574","550","878","897","825","413","181","23","0"
"경기도 광명시 광명7동(4121058000)","21,089","21,089","1,561","1,696","2,674","3,086","3,266","3,445","3,225","1,491","560","83","2","10,395","10,395","769","849","1,416","1,569","1,677","1,661","1,510","719","206","19","0","10,694","10,694","792","847","1,258","1,517","1,589","1,784","1,715","772","354","64","2"
"경기도 광명시 철산1동(4121059000)","10,788","10,788","750","1,356","1,437","1,440","1,929","1,846","1,261","513","230","26","0","5,355","5,355","373","719","756","747","895","905","632","234","90","4","0","5,433","5,433","377","637","681","693","1,034","941","629","279","140","22","0"
