"행정구역","2022년06월_계_총인구수","2022년06월_계_연령구간인구수","2022년06월_계_0~9세","2022년06월_계_10~19세","2022년06월_계_20~29세","2022년06월_계_30~39세","2022년06월_계_40~49세","2022년06월_계_50~59세","2022년06월_계_60~69세","2022년06월_계_70~79세","2022년06월_계_80~89세","2022년06월_계_90~99세","2022년06월_계_100세 이상","2022년06월_남_총인구수","2022년06월_남_연령구간인구수","2022년06월_남_0~9세","2022년06월_남_10~19세","2022년06월_남_20~29세","2022년06월_남_30~39세","2022년06월_남_40~49세","2022년06월_남_50~59세","2022년06월_남_60~69세","2022년06월_남_70~79세","2022년06월_남_80~89세","2022년06월_남_90~99세","2022년06월_남_100세 이상","2022년06월_여_총인구수","2022년06월_여_연령구간인구수","2022년06월_여_0~9세","2022년06월_여_10~19세","2022년06월_여_20~29세","2022년06월_여_30~39세","2022년06월_여_40~49세","2022년06월_여_50~59세","2022년06월_여_60~69세","2022년06월_여_70~79세","2022년06월_여_80~89세","2022년06월_여_90~99세","2022년06월_여_100세 이상"
"경기도 광명시 철산2동(4121060000)","5,692","5,692","187","356","817","717","769","1,197","976","421","226","25","1","3,039","3,039","85","186","432","428","422","664","529","202","86","5","0","2,653","2,653","102","170","385","289","347","533","447","219","140","20","1"
"경기도 광명시 철산3동(4121061000)","37,635","37,635","3,340","4,658","4,567","4,400","6,975","6,325","4,606","1,809","834","119","2","18,440","18,440","1,661","2,395","2,378","2,096","3,298","3,150","2,243","875","317","26","1","19,195","19,195","1,679","2,263","2,189","2,304","3,677","3,175","2,363","934","517","93","1"
"경기도 광명시 철산4동(4121062000)","12,690","12,690","900","1,095","1,545","2,190","2,140","2,131","1,602","778","277","29","3","6,357","6,357","472","562","818","1,131","1,063","1,082","768","361","93","5","2","6,333","6,333","428","533","727","1,059","1,077","1,049","834","417","184","24","1"
"경기도 광명시 하안1동(4121063100)","25,554","25,554","1,983","3,104","3,019","2,876","4,727","4,450","3,291","1,395","602","102","5","12,766","12,766","1,040","1,592","1,592","1,475","2,281","2,256","1,634","668","205","23","0","12,788","12,788","943","1,512","1,427","1,401","2,446","2,194","1,657","727","397","79","5"
"경기도 광명시 하안2동(4121063200)","13,588","13,588","881","942","1,642","2,488","2,231","2,151","1,772","847","547","85","2","6,380","6,380","444","462","824","1,283","1,104","1,031","735","335","147","15","0","7,208","7,208","437","480","818","1,205","1,127","1,120","1,037","512","400","70","2"
"경기도 광명시 하안3동(4121063300)","19,609","19,609","1,280","1,664","2,328","2,708","3,173","3,281","2,701","1,448","884","132","10","9,260","9,260","697","852","1,157","1,359","1,583","1,571","1,215","549","246","29","2","10,349","10,349","583","812","1,171","1,349","1,590","1,710","1,486","899","638","103","8"
"경기도 광명시 하안4동(4121063400)","12,199","12,199","869","1,281","1,626","1,956","2,139","2,100","1,313","596","275","44","0","5,910","5,910","452","658","819","1,019","999","1,024","595","249","87","8","0","6,289","6,289","417","623","807","937","1,140","1,076","718","347","188","36","0"
"경기도 광명시 소하1동(4121064000)","31,312","31,312","2,628","4,205","3,629","3,577","5,893","5,034","3,845","1,705","679","115","2","15,230","15,230","1,330","2,170","1,859","1,708","2,783","2,502","1,817","801","232","28","0","16,082","16,082","1,298","2,035","1,770","1,869","3,110","2,532","2,028","904","447","87","2"
"경기도 광명시 소하2동(4121065000)","28,111","28,111","1,692","2,850","3,561","3,304","4,349","4,956","4,276","2,097","898","123","5","14,052","14,052","869","1,482","1,948","1,792","2,176","2,487","2,010","935","317","33","3","14,059","14,059","823","1,368","1,613","1,512","2,173","2,469","2,266","1,162","581","90","2"
"경기도 광명시 일직동(4121065500)","21,738","21,738","2,562","2,096","3,090","4,413","4,207","3,150","1,641","386","154","38","1","10,928","10,928","1,343","1,054","1,471","2,184","2,126","1,637","858","198","45","11","1","10,810","10,810","1,219","1,042","1,619","2,229","2,081","1,513","783","188","109","27","0"
"경기도 광명시 학온동(4121066000)","2,066","2,066","53","83","183","184","218","388","518","238","173","26","2","1,159","1,159","27","51","105","110","137","229","287","133","76","4","0","907","907","26","32","78","74","81","159","231","105","97","22","2"
"경기도 평택시 (4122000000)","572,548","572,548","49,797","54,651","77,956","87,686","99,026","93,415","62,756","29,553","15,575","2,064","69","299,111","299,111","25,276","28,068","43,696","48,570","53,217","49,381","31,645","13,146","5,618","484","10","273,437","273,437","24,521","26,583","34,260","39,116","45,809","44,034","31,111","16,407","9,957","1,580","59"
"경기도 평택시 팽성읍(4122025000)","29,272","29,272","1,612","1,913","3,291","3,402","4,249","5,246","4,930","2,743","1,680","195","11","15,356","15,356","837","1,009","1,888","1,951","2,357","2,959","2,492","1,202","613","45","3","13,916","13,916","775","904","1,403","1,451","1,892","2,287","2,438","1,541","1,067","150","8"
"경기도 평택시 안중읍(4122025300)","43,656","43,656","3,501","5,547","5,843","5,466","8,277","7,464","4,277","2,028","1,098","151","4","22,604","22,604","1,742","2,801","3,180","3,072","4,217","4,084","2,184","893","393","38","0","21,052","21,052","1,759","2,746","2,663","2,394","4,060","3,380","2,093","1,135","705","113","4"
"경기도 평택시 포승읍(4122025600)","24,676","24,676","1,677","1,854","3,393","3,875","4,671","4,165","2,936","1,308","683","110","4","15,038","15,038","826","965","2,261","2,658","3,069","2,679","1,665","636","250","29","0","9,638","9,638","851","889","1,132","1,217","1,602","1,486","1,271","672","433","81","4"
"경기도 평택시 청북읍(4122025900)","27,241","27,241","3,656","3,468","2,354","4,401","5,845","3,211","2,441","1,142","610","109","4","14,536","14,536","1,870","1,834","1,330","2,298","3,287","1,858","1,252","572","216","19","0","12,705","12,705","1,786","1,634","1,024","2,103","2,558","1,353","1,189","570","394","90","4"
"경기도 평택시 진위면(4122031000)","11,457","11,457","455","771","1,394","1,401","1,717","2,091","1,983","1,044","531","68","2","6,340","6,340","230","381","864","924","1,052","1,135","1,046","493","201","14","0","5,117","5,117","225","390","530","477","665","956","937","551","330","54","2"
"경기도 평택시 서탄면(4122032000)","3,631","3,631","127","179","334","343","434","665","773","473","265","38","0","2,023","2,023","61","104","215","215","278","406","422","222","93","7","0","1,608","1,608","66","75","119","128","156","259","351","251","172","31","0"
"경기도 평택시 고덕면(4122033000)","13,372","13,372","1,031","878","1,919","2,148","1,960","2,309","1,708","881","474","63","1","7,150","7,150","509","450","1,160","1,263","1,130","1,173","853","434","168","10","0","6,222","6,222","522","428","759","885","830","1,136","855","447","306","53","1"
"경기도 평택시 오성면(4122034000)","6,645","6,645","282","463","668","577","881","1,231","1,287","703","490","62","1","3,566","3,566","157","234","387","359","533","694","686","331","164","21","0","3,079","3,079","125","229","281","218","348","537","601","372","326","41","1"
"경기도 평택시 현덕면(4122037000)","4,999","4,999","152","228","402","325","545","900","1,127","774","470","73","3","2,641","2,641","82","119","242","195","332","529","588","366","168","19","1","2,358","2,358","70","109","160","130","213","371","539","408","302","54","2"
"경기도 평택시 중앙동(4122051000)","44,495","44,495","2,552","4,519","7,962","5,348","7,170","8,270","5,022","2,313","1,183","151","5","23,254","23,254","1,260","2,309","4,691","3,143","3,708","4,218","2,503","987","403","32","0","21,241","21,241","1,292","2,210","3,271","2,205","3,462","4,052","2,519","1,326","780","119","5"
"경기도 평택시 서정동(4122052000)","25,166","25,166","1,111","2,192","3,603","3,018","4,060","4,843","3,490","1,784","954","108","3","12,899","12,899","528","1,148","2,020","1,742","2,201","2,491","1,653","741","342","32","1","12,267","12,267","583","1,044","1,583","1,276","1,859","2,352","1,837","1,043","612","76","2"
"경기도 평택시 송탄동(4122053500)","22,259","22,259","2,599","1,961","2,817","4,134","4,050","3,418","2,078","759","377","66","0","11,636","11,636","1,343","968","1,532","2,205","2,233","1,744","1,091","361","145","14","0","10,623","10,623","1,256","993","1,285","1,929","1,817","1,674","987","398","232","52","0"
"경기도 평택시 지산동(4122055000)","12,969","12,969","583","864","2,572","2,312","2,132","2,110","1,314","699","345","36","2","7,230","7,230","272","429","1,540","1,459","1,243","1,175","665","299","142","6","0","5,739","5,739","311","435","1,032","853","889","935","649","400","203","30","2"
"경기도 평택시 송북동(4122056000)","22,161","22,161","1,450","2,089","2,906","2,593","3,649","4,163","3,050","1,409","724","121","7","11,117","11,117","728","1,060","1,591","1,334","1,898","2,119","1,520","581","253","31","2","11,044","11,044","722","1,029","1,315","1,259","1,751","2,044","1,530","828","471","90","5"
"경기도 평택시 신장1동(4122057000)","7,159","7,159","541","483","1,019","1,282","1,177","1,131","799","439","248","39","1","3,729","3,729","273","248","583","703","673","602","398","157","82","10","0","3,430","3,430","268","235","436","579","504","529","401","282","166","29","1"
"경기도 평택시 신장2동(4122058000)","5,719","5,719","151","273","712","674","785","984","1,011","689","371","65","4","2,991","2,991","79","155","419","409","478","564","475","268","131","13","0","2,728","2,728","72","118","293","265","307","420","536","421","240","52","4"
"경기도 평택시 신평동(4122059000)","22,665","22,665","919","1,590","4,091","3,010","3,265","4,159","3,133","1,597","811","86","4","11,864","11,864","489","844","2,234","1,807","1,770","2,151","1,548","695","306","18","2","10,801","10,801","430","746","1,857","1,203","1,495","2,008","1,585","902","505","68","2"
"경기도 평택시 원평동(4122060000)","13,388","13,388","756","827","2,149","2,311","1,894","2,248","1,734","938","476","55","0","7,043","7,043","368","422","1,221","1,361","1,031","1,193","841","412","181","13","0","6,345","6,345","388","405","928","950","863","1,055","893","526","295","42","0"
"경기도 평택시 통복동(4122061000)","3,999","3,999","112","192","604","422","472","764","765","436","205","27","0","2,107","2,107","50","109","346","272","271","404","380","186","81","8","0","1,892","1,892","62","83","258","150","201","360","385","250","124","19","0"
"경기도 평택시 비전1동(4122062000)","51,603","51,603","5,299","6,302","6,538","7,663","10,098","8,188","4,499","1,959","939","117","1","25,974","25,974","2,729","3,252","3,491","3,833","4,988","4,190","2,250","867","346","28","0","25,629","25,629","2,570","3,050","3,047","3,830","5,110","3,998","2,249","1,092","593","89","1"
"경기도 평택시 비전2동(4122063000)","56,696","56,696","5,776","6,354","7,354","8,551","9,798","9,412","5,713","2,375","1,221","136","6","28,152","28,152","2,973","3,328","3,808","4,312","4,764","4,603","2,830","1,027","472","35","0","28,544","28,544","2,803","3,026","3,546","4,239","5,034","4,809","2,883","1,348","749","101","6"
"경기도 평택시 용이동(4122063500)","25,970","25,970","3,201","3,272","3,566","4,518","5,371","3,467","1,699","588","257","31","0","13,682","13,682","1,702","1,686","1,914","2,462","2,825","1,854","869","279","86","5","0","12,288","12,288","1,499","1,586","1,652","2,056","2,546","1,613","830","309","171","26","0"
"경기도 평택시 세교동(4122064000)","31,082","31,082","2,789","2,910","4,479","4,865","4,955","5,576","3,367","1,345","721","72","3","15,730","15,730","1,436","1,459","2,414","2,605","2,504","2,783","1,680","586","246","17","0","15,352","15,352","1,353","1,451","2,065","2,260","2,451","2,793","1,687","759","475","55","3"
"경기도 평택시 동삭동(4122065000)","37,486","37,486","5,536","3,609","4,487","8,677","7,264","4,523","2,325","717","299","48","1","19,398","19,398","2,832","1,804","2,399","4,536","3,983","2,288","1,114","339","94","9","0","18,088","18,088","2,704","1,805","2,088","4,141","3,281","2,235","1,211","378","205","39","1"
"경기도 평택시 고덕동(4122066000)","24,782","24,782","3,929","1,913","3,499","6,370","4,307","2,877","1,295","410","143","37","2","13,051","13,051","1,900","950","1,966","3,452","2,392","1,485","640","212","42","11","1","11,731","11,731","2,029","963","1,533","2,918","1,915","1,392","655","198","101","26","1"
"경기도 송탄출장소 (4122200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 안중출장소 (4122400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 동두천시 (4125000000)","92,999","92,999","5,569","8,318","10,770","9,797","13,552","16,519","14,386","8,520","4,934","615","19","46,398","46,398","2,858","4,196","5,784","5,157","6,974","8,714","7,111","3,623","1,807","170","4","46,601","46,601","2,711","4,122","4,986","4,640","6,578","7,805","7,275","4,897","3,127","445","15"
"경기도 동두천시 생연1동(4125051000)","6,853","6,853","428","549","760","726","862","1,231","1,227","635","397","38","0","3,448","3,448","231","263","418","392","451","639","620","272","147","15","0","3,405","3,405","197","286","342","334","411","592","607","363","250","23","0"
"경기도 동두천시 생연2동(4125052000)","11,757","11,757","692","1,228","1,228","1,141","1,786","2,008","1,799","1,123","682","70","0","5,759","5,759","351","635","668","567","906","1,068","829","454","261","20","0","5,998","5,998","341","593","560","574","880","940","970","669","421","50","0"
"경기도 동두천시 중앙동(4125053500)","4,879","4,879","148","185","437","419","538","956","1,128","622","373","67","6","2,576","2,576","80","100","239","243","326","561","609","274","121","21","2","2,303","2,303","68","85","198","176","212","395","519","348","252","46","4"
"경기도 동두천시 보산동(4125055000)","2,982","2,982","132","195","317","296","363","546","564","346","203","20","0","1,447","1,447","56","92","178","157","185","283","282","142","68","4","0","1,535","1,535","76","103","139","139","178","263","282","204","135","16","0"
"경기도 동두천시 불현동(4125056500)","26,671","26,671","1,653","2,501","3,247","2,754","3,903","4,912","4,005","2,265","1,270","158","3","13,071","13,071","847","1,242","1,737","1,396","1,935","2,470","2,000","947","449","47","1","13,600","13,600","806","1,259","1,510","1,358","1,968","2,442","2,005","1,318","821","111","2"
"경기도 동두천시 송내동(4125056600)","25,615","25,615","1,850","2,866","3,367","3,023","4,298","4,332","2,872","1,842","1,032","131","2","12,621","12,621","939","1,445","1,764","1,588","2,139","2,248","1,327","739","400","31","1","12,994","12,994","911","1,421","1,603","1,435","2,159","2,084","1,545","1,103","632","100","1"
"경기도 동두천시 소요동(4125058000)","8,971","8,971","405","533","877","819","1,186","1,592","1,771","1,086","624","73","5","4,678","4,678","211","285","494","449","676","890","903","519","234","17","0","4,293","4,293","194","248","383","370","510","702","868","567","390","56","5"
"경기도 동두천시 상패동(4125060000)","5,271","5,271","261","261","537","619","616","942","1,020","601","353","58","3","2,798","2,798","143","134","286","365","356","555","541","276","127","15","0","2,473","2,473","118","127","251","254","260","387","479","325","226","43","3"
"경기도 안산시 (4127000000)","648,849","648,849","40,152","60,142","102,960","84,726","101,926","127,516","82,057","31,036","15,864","2,394","76","332,725","332,725","20,551","30,895","54,907","46,185","52,643","64,648","42,915","14,158","5,301","509","13","316,124","316,124","19,601","29,247","48,053","38,541","49,283","62,868","39,142","16,878","10,563","1,885","63"
"경기도 안산시 상록구 (4127100000)","348,620","348,620","20,898","32,663","56,617","43,661","54,296","69,024","43,711","17,204","9,125","1,375","46","177,961","177,961","10,682","16,714","30,214","23,742","27,831","34,948","22,771","7,692","3,038","322","7","170,659","170,659","10,216","15,949","26,403","19,919","26,465","34,076","20,940","9,512","6,087","1,053","39"
